,tweet_author,overall_polarity
737521856169664512,Diana Brown,Negative
737521610555416579,Biotechnology News,Negative
737521307776999425,Jonathan I Lawrence,Negative
737521283403911170,IMPACTMeds,Negative
737521278433689600,NewsHitterTeam,Negative
737521077744586753,Xeling,Negative
737521010430222337,Emma Rose,Negative
737520855681372160,Emma Kilkenny,Negative
737520444123676672,Money News,Negative
737520281070108673,Tracia.my.tupperware.com,Negative
737520273956605953,World Medical News,Negative
737520257485545472,Healthiest Mag,Negative
737520251886178305,Check Health News,Negative
737520251777097728,Healthier News,Negative
737520251705794562,A World Lifestyle,Negative
737520251672231942,Be Healthy Be Us,Negative
737520251101806594,Recreate Your Style,Negative
737520250728550401,Newest Lifestyle,Negative
737520249860300800,Very Healthy Mag,Negative
737520249759621121,Your Health Value,Negative
737520248589410305,Value Your Health,Negative
737520248287420417,Know Your Safety,Negative
737520247406624768,H & L Hour,Negative
737520247385653249,Mind & Body Journal,Negative
737520247318577153,Caring Magazines,Negative
737520247259860992,WebMD Health News,Negative
737520246643265536,Check Your Lifestyle,Negative
737520246089621504,Lifestyles Hacks,Negative
737520245514997760,The Healthy Life,Negative
737520245380784129,Your Health Guide,Negative
737520244948762624,Go For Health,Negative
737520242830630914,Great Living News,Negative
737520209649491968,Initiate Wellness,Negative
737520121678204928,Rules Solutions,Negative
737520116787617792,Eleonor_Morgan,Negative
737520103638454272,URL Shortener,Negative
737520103541989376,URL Shortener,Negative
737520086081110016,Stepcho Nigeria,Negative
737520082822144002,Hanung Nugroho,Negative
737520081165385729,Guiding Step USA,Negative
737520079340900352,First4Training,Negative
737520074592911361,Kobys Health Reviews,Negative
737520071212294148,Ahmad Rufai Musa,Negative
737520067626172421,19health,Negative
737520062907580416,ClearCutDeals,Negative
737520059673763840,Arogboritse Ebami,Negative
737520056498688000,ParrisWebDeals,Negative
737520054871326726,Exermiushealth.gener,Negative
737520051289350144,OffTheWallBargains,Negative
737520048017805312,SYDWebDeals,Negative
737520043290820608,AvalonSavings,Negative
737520030074556416,smartwebsale,Negative
737520024819142657,Science Lover,Negative
737520021547552768,DDHWebDeals,Negative
737520013326700544,AlanSuperDeal,Negative
737520011703517184,ABDUUL AIG,Negative
737520008452939777,nowyouprosper,Negative
737520004346712065,CarmellOnClaudine,Negative
737520000991297536,HermansDiscountMall,Negative
737519994175520769,shelbylaneMD,Negative
737519992560705537,ssunflowerjewel,Negative
737519968632213504,AYODEJI OLUWATOSIN,Negative
737519966908383232,NaturalMedicines,Negative
737519965167702018,Healthfunder,Negative
737519963452248065,LOGUNLEKO,Negative
737519961527066626,CryptoRambo,Negative
737519672493408257,Top News,Negative
737518140146343936,shikha,Negative
737518137927598084,OSHO,Negative
737518107455983617,Reuters Health,Negative
737477975659057152,Cassi Schmigotzki,Negative
737477709241016321,Cassi Schmigotzki,Negative
737476563327815680,Ngaire Elwood,Negative
737458663615528961,Becky Burns,Negative
737455310873337856,Jennifer Bergman,Negative
737449774018891776,Shelley Webb,Negative
737444721392537601,Milton Donald,Negative
737421300214308864,mjohemme,Negative
737404499086577664,Sandy D.,Negative
737398942565060608,Debbie Woodbury,Negative
737390910665674754,Colleen Busch,Negative
737388514526953472,Katie,Negative
737388281420087297,Kat,Negative
737386520458502144,circa1835,Negative
737386445896175616,DOMINIC GONZALES,Negative
737385279124733952,DOMINIC GONZALES,Negative
737381597003939840,SeparatriX,Negative
737358008854941696,PatientsLikeMe,Negative
737346471331139585,Pam Garcia,Negative
737328535346511873,JADPRO,Negative
737316508049809408,OncLive.com,Negative
737305118698176512,Jen Ticehurst,Positive
737300137299607566,Lymphoma Canada,Negative
737275164627488769,A. Vroom - Ten Wolde,Negative
737274801451077634,A. Vroom - Ten Wolde,Negative
737253837631688704,👩‍🔬,Negative
737185679885664257,GPSN,Negative
737058494071898112,Grayson (he),Negative
736944877728997382,Rhia Steele@ravishingrhia.com,Negative
736932638057844736,TumorImmunoPapers,Negative
736922611846942720,VJHemOnc,Negative
736907503963885569,Jane Freeman,Negative
736907106968801280,Andie Williams,Negative
736852112135458816,Blood Cancer UK,Negative
736656319562682368,Zach DeCaro,Positive
736635759889944576,International Pain Foundation®,Negative
736568614866849792,sameen,Negative
736557515228385281,Rhia Steele@ravishingrhia.com,Negative
736508580808032256,Janssen Nederland,Negative
736311071804432386,"Mike Thompson, MD, PhD, FASCO",Negative
736307277456637954,"Mike Thompson, MD, PhD, FASCO",Negative
736294907837591552,Shelley Webb,Negative
736294290591080448,Rhia Steele@ravishingrhia.com,Negative
736274608375091200,"Mike Thompson, MD, PhD, FASCO",Negative
736272441627004929,Patient Power,Negative
736272236194213889,Patient Power,Negative
736271785713381380,Patient Power,Negative
736268473106587648,Patient Power,Negative
736198055385399297,TumorImmunoPapers,Negative
736184085282983936,Lymphoma Canada,Negative
736151500955619329,Cancer Papers,Negative
736076197784748032,julie andrew,Negative
736076142956843008,julie andrew,Negative
736076092994256898,julie andrew,Negative
736076021816954881,julie andrew,Negative
736037105957281792,Holly Vanwinkle,Negative
736037087657484289,Minna Saavedra,Negative
736037080543924224,Kerri Logsdon,Negative
736037074504196097,Rebecca Hong,Negative
736033188741533696,Stanley Weber,Negative
735953831893340160,Patient Power,Negative
735942189797105664,AtlanticJOMedicine,Negative
735927238114213888,日本人向けUSMLE対策bot,Negative
735921200484995074,Shelley Webb,Negative
735915486504878081,SSBMT الخلاياالجذعية,Negative
735915455483916288,SSBMT الخلاياالجذعية,Negative
735910807578501120,Florian Slimano,Negative
735896402723807232,Azmat Kamal,Negative
735896194556276739,Vidyashree S G,Negative
735888795191500804,Rhia Steele@ravishingrhia.com,Negative
735870514107944962,marina,Negative
735863499985977344,Blood Journal,Negative
735825594110349312,ASH Clinical News,Negative
735814359792922624,FirstCare Wellness,Negative
735778962790457345,Beth Rank,Positive
735776803680178176,Cancer Papers,Negative
735776796109459456,Cancer Papers,Negative
735743519025831936,Lymphoma Hub,Negative
735740900215652353,Nadya khan Gabol (NG),Negative
735722341401919490,9Dimen Group,Negative
735704182439579648,Rebecca Hong,Negative
735704160775983112,Holly Vanwinkle,Negative
735704139036909568,Kerri Logsdon,Negative
735704097022582787,Minna Saavedra,Negative
735702414418796546,Stanley Weber,Negative
735699182669832193,Bhavna Saxena,Negative
735640448212029441,Joey Snella,Negative
735615240558288896,Lymphoma Canada,Negative
735614118657417221,Patient Power,Negative
735600152078061569,Patient Power,Negative
735600061980237825,Patient Power,Negative
735598433130680324,Patient Power,Negative
735516162734346241,3'z Company YT,Negative
735479966641577984,PHASE II,Negative
735477331607719937,microRNApapers,Positive
735470902473830400,VJHemOnc,Negative
735457894498369536,Med-IQ,Negative
735453950695071744,"chadi nabhan MD, MBA, FACP",Negative
735413538974539776,Lymphoma Hub,Negative
735413337295597568,Lymphoma Hub,Negative
735412835430346752,Lymphoma Hub,Negative
735412708946923520,Lymphoma Hub,Negative
735410540189745152,Lymphoma Hub,Negative
735285312054644736,Becky Burns,Negative
735275899952746496,Debbie Woodbury,Negative
735268779609968640,Phil Paige,Negative
735268172354355200,janine’s reputation🏳️‍🌈,Negative
735265409826459648,Patient Power,Negative
735260954246713344,LRA: New articles,Negative
735253943282982913,Patient Power,Negative
735253821388128260,Patient Power,Negative
735253505741598720,Patient Power,Negative
735253258361548801,Patient Power,Negative
735222152719257600,Michele B Kaufman,Negative
735202556692074497,Patient Power,Negative
735201285369167872,Patient Power,Negative
735195302701989888,Nora Sheffield,Negative
735195280598020096,Nora Sheffield,Negative
735195008744198144,Nora Sheffield,Negative
735191213276430337,Dr. Melody Davis,Negative
735172344436666371,Louise Monteleone,Negative
735161772064296960,Patient Power,Negative
735128803626754050,Lymphoma Coalition,Negative
735069515030142976,Eva M Kozlowski|Student Pilot|Oncology Pharmacist,Negative
735033617689120768,june Garcia,Negative
734885997180157952,Barbara Jacoby,Negative
734881117132750849,Mighty #WearAMask Casey ☀️,Negative
734854929333030917,Mighty #WearAMask Casey ☀️,Negative
734836748501553152,Mighty #WearAMask Casey ☀️,Negative
734823467342761984,Mighty #WearAMask Casey ☀️,Negative
734806909568573440,Mighty #WearAMask Casey ☀️,Negative
734801573503590400,JTCancerCenter,Negative
734795705458528256,Evan Altman,Positive
734793770407997440,WEGO Health,Negative
734793114586603520,Mighty #WearAMask Casey ☀️,Negative
734792285813145604,ARRS GoldMiner®,Negative
734783487744573440,Mighty #WearAMask Casey ☀️,Negative
734764590366625792,Mighty #WearAMask Casey ☀️,Negative
734700538391101440,VJHemOnc,Negative
734487270057742338,motorola mami hauler,Negative
734444915258757120,IHS4U,Negative
734422696793133057,Krishan Maggon,Negative
734419743227162624,"Dr T. Comeau , MD",Negative
734417379225112576,"Dr T. Comeau , MD",Positive
734417330856398848,"Dr T. Comeau , MD",Positive
734417300137349120,"Dr T. Comeau , MD",Positive
734359846137405440,Rhia Steele@ravishingrhia.com,Negative
734321600292651008,Jose Carlos,Negative
734195828261302272,Shelley Webb,Negative
734125417465020416,CURE Magazine,Negative
734075901416251392,"Raul Cordoba, MD, PhD",Negative
734072886978351104,"Raul Cordoba, MD, PhD",Negative
734053618387685376,Paul Kent,Negative
734051261599731712,Matthews & Associates,Negative
734048145642913792,TumorImmunoPapers,Negative
734032470962638848,Lisa Marie,Negative
734018066812665856,Jo Mason 💙 🇪🇺,Positive
734013991379423232,Illumina Live Events,Negative
733979463730536448,VJHemOnc,Negative
733961870583857153,Cancer Papers,Negative
733824802079821824,Broad Institute,Negative
733817082911936513,日本人向けUSMLE対策bot,Negative
733754030057492484,Journal of Clinical Pathways,Negative
733717723138658305,Oncology Tube,Negative
733659901155803136,Patient Power,Negative
733659812118953984,ACS Journal Cancer,Negative
733626090170650625,BizDirect,Negative
733623083995561985,TumorImmunoPapers,Negative
733608856635330560,Health-News,Negative
733604333531471873,Cancer Papers,Negative
733601726243037184,muzaffar,Negative
733548439691132928,Medical Reel,Negative
733545301143773184,YWNH,Negative
733538872567599104,MedicinaMX,Negative
733523132292599809,Green Inc USA,Negative
733522863244730369,C.A.I. Corporation,Negative
733521149645086720,MHC,Negative
733520687764148226,Hilda Tryon,Negative
733518691313160192,Health Information,Negative
733518687332798464,Little Bugs Store,Negative
733518685034283009,Science.gov,Negative
733518682966495233,NaturalMedicines,Negative
733518679489400832,Hands on Health,Negative
733515304488206339,8 Pack Abs,Negative
733515302193922048,Eleonor_Morgan,Negative
733515286138118146,Welly Wired,Negative
733515284112236545,Mahesh Khuman,Negative
733515042604220416,Salubrious Diet,Negative
733512089726160896,Biblioteca CCBS-UFCG,Negative
733492632274501632,"Holly Bertone, CNHP, PMP",Negative
733466061442416640,Shelley Webb,Negative
733401412856602624,Patient Power,Negative
733400632975986688,Oncology Tube,Negative
733398689641824256,Patient Power,Negative
733344100922085376,International Pain Foundation®,Negative
733333958004342784,Blood Cancer UK,Negative
733296201399947265,The Leukemia & Lymphoma Society,Negative
733294957742718977,Oncology Tube,Negative
733110418319663104,kà,Negative
733109693799923713,Carole S Giampalmi,Negative
733054838825684993,Cassi Schmigotzki,Negative
733039736109961216,ImmunologyPapers,Negative
733024728940711937,Patient Power,Negative
733022655289405440,WK Anatomy & Health,Positive
733021988139110400,Biocomputing,Negative
733016522029862913,Matthews & Associates,Negative
733000152235933696,CLL Society Inc.,Negative
732973104746598402,VJHemOnc,Negative
732956950045036544,andy,Negative
732947097587159042,Shelley Webb,Negative
732904902226239488,Cassi Schmigotzki,Negative
732892164032729088,MoJo,Negative
732886517002178560,Daniel Martin,Negative
732852839660310529,MedWatch News,Negative
732851696603410437,Carmen Herrero,Negative
732782575559843840,James C Whitfield,Negative
732752738027704320,Patient Power,Negative
732751366595088384,Oncology Tube,Negative
732742709341917184,Margaret_Farrell,Negative
732739007336087552,National Cancer Institute,Negative
732725541753761792,Maliyka to some Meeka to others,Negative
732715572753014784,circa1835,Negative
732711774718283776,Sameer Khanijo,Negative
732706494731313152,Cassi Schmigotzki,Negative
732698308049768450,Patient Power,Negative
732693890990497792,Patient Power,Negative
732679531853545475,Sandy D.,Negative
732677447032791040,Nora Sheffield,Negative
732677412220243968,Nora Sheffield,Negative
732677340061413376,Nora Sheffield,Negative
732677293215260672,Nora Sheffield,Negative
732669653575569408,CancerTherapyAdvisor,Negative
732647063314370561,James Tunnell / NurseryNook®,Negative
732621741021880320,"Mike Thompson, MD, PhD, FASCO",Negative
732591478145327104,I News Boutique,Negative
732574908807536640,NACDA Program on Aging,Negative
732558792542420992,Med-IQ,Negative
732557164926140416,Shivam,Negative
732557156411547648,Rhia Steele@ravishingrhia.com,Negative
732508819734028288,Marco Ricci,Negative
732507769882955776,Andrew McConaghie,Negative
732446685029240833,James Tunnell / NurseryNook®,Negative
732327077932900356,Alpha Diagnostic Int,Negative
732319313420423168,Brk  Ylmzr,Negative
732292297946206208,Blood Journal,Negative
732289079530790912,CureClick,Negative
732282450001297408,J Immunol,Negative
732269502679764992,CancerTherapyAdvisor,Negative
732212803038253056,Clin Adv Hem Onc,Negative
732209664390250496,Patient Power,Negative
732197866081533953,Rob P,Negative
732181509038170112,aviatebrand,Negative
732136520459661313,Broker Ratings,Negative
732126676960841728,Medthority,Negative
732121858259222528,Ruth Gemmell,Negative
732109386072633344,MarketBeat,Negative
